publisher,pub_avg_days,pub_median_days,pub_std_days,pub_count,pub_avg_meta,pub_cv
Devolver Digital,1148.7931034482758,731.0,880.9432193195114,29,77.65517241379311,0.7668423641082345
Die Gute Fabrik,118.0,118.0,,1,76.0,0.5
Different Tuna,3530.0,3530.0,,1,72.0,0.5
Digerati,669.3333333333334,970.0,532.940271825402,3,67.0,0.796225505715242
Digital Leisure,4078.0,4078.0,84.8528137423857,2,64.5,0.02080745800450851
Digixart,1127.0,1127.0,,1,79.0,0.5
Disney Interactive,4204.428571428572,4261.0,1387.2106390677868,21,70.38095238095238,0.3299403511085083
DotEmu,365.0,365.0,,1,86.0,0.5
Double Damage Games,1370.0,1370.0,1506.1374439273463,2,75.0,1.0993703970272601
Double Eleven,142.0,142.0,145.6639969244288,2,77.5,1.0258027952424564
Double Fine Productions,335.5,335.5,41.71930009000631,2,82.0,0.1243496276900337
Dovetail Games,520.0,520.0,,1,76.0,0.5
Dovetail Games - TSW,639.0,639.0,,1,77.0,0.5
Draw Distance,1163.0,1163.0,,1,72.0,0.5
DrinkBox Studios,1442.8333333333333,519.5,1670.6784749516187,6,81.5,1.1579150802483207
Drone Champions League,834.0,834.0,,1,66.0,0.5
E-Line Media,134.0,134.0,,1,70.0,0.5
EA SPORTS,491.0,491.0,,1,78.0,0.5
ECC GAMES,1202.0,1202.0,,1,55.0,0.5
Eidos Interactive,7510.333333333333,7975.0,1024.3536173281827,3,81.0,0.13639256366714964
Eko Software,379.0,379.0,,1,76.0,0.5
Electronic Arts,1595.2068965517242,790.0,2326.9131480457304,58,78.43103448275862,1.4586905015742457
Ember Lab,557.0,557.0,,1,76.0,0.5
Enhance,1019.0,1019.0,625.0823945689081,2,82.5,0.6134272763188499
Enhance Games,2057.0,2057.0,,1,89.0,0.5
EnjoyUp Games,1086.0,1086.0,,1,76.0,0.5
Epic Games Publishing,731.0,731.0,,1,89.0,0.5
EuroVideo Medien,2504.0,2504.0,,1,76.0,0.5
Evolved Games,2312.5,2312.5,2065.4589078459053,2,82.5,0.8931714196090401
Excalibur Games,561.0,561.0,408.7077195258245,2,78.0,0.7285342594043217
Eyebrow Interactive,311.0,311.0,,1,78.0,0.5
FDG Entertainment,1579.0,1579.0,,1,87.0,0.5
FarSight Studios,447.0,447.0,,1,76.0,0.5
Fatshark,2546.25,2751.5,1972.2769202117638,4,73.5,0.7745810192289696
Fellow Traveller,940.6666666666666,942.0,36.01851375797359,3,79.66666666666667,0.038290411507413455
Feral Interactive,3193.5384615384614,2988.0,1622.2929562497138,13,72.92307692307692,0.5079923025158078
Finish Line Games,2983.0,2983.0,,1,58.0,0.5
Finji,1491.0,912.0,1108.4056116783242,3,80.66666666666667,0.7433974592074609
Firesprite,1196.0,1196.0,,1,78.0,0.5
Flavourworks,774.0,774.0,646.2955980045044,2,69.0,0.8350072325639593
Flippfly,622.0,622.0,,1,79.0,0.5
Focus Entertainment,594.8,549.0,100.5544628547137,5,73.8,0.16905592275506676
Focus Home Interactive,1492.325,1309.5,1073.693395272264,40,69.5,0.7194769204243473
Forge Reply,3165.0,3165.0,,1,79.0,0.5
Frictional Games,1328.6666666666667,1187.0,1072.540131339305,3,81.66666666666667,0.8072304049217046
Frima Studio,1001.25,293.5,1568.6073175484892,4,75.25,1.566649006290626
Frogmind Oy,1246.0,1246.0,,1,76.0,0.5
Frogster Interactive Pictures,1404.0,1404.0,,1,76.0,0.5
Frontier Developments,1644.8333333333333,1595.5,1124.6102287755818,6,79.5,0.6837229073516559
Frontier Foundry,458.3333333333333,424.0,107.68627272467616,3,75.66666666666667,0.2349518677629298
Frozenbyte,940.0,940.0,38.18376618407357,2,82.0,0.04062102785539742
Full Control,1812.0,1812.0,,1,51.0,0.5
FullPowerSideAttack.com,1714.0,1714.0,1376.0297961890215,2,56.0,0.8028178507520545
Funcom,1024.3333333333333,791.0,714.1836831889492,3,70.33333333333333,0.6972180441154727
Funselektor Labs,1948.0,1948.0,,1,80.0,0.5
FuturLab,944.0,944.0,,1,76.0,0.5
GSC Game World,182.0,182.0,,1,83.0,0.5
GT Interactive Software,6296.0,4760.0,2412.6141423775166,5,82.0,0.3831979260447136
Gaijin Entertainment,3165.0,3165.0,,1,62.0,0.5
Gambitious Digital Entertainment,353.0,353.0,,1,76.0,0.5
GameMill Entertainment,1388.25,1437.5,1019.2511548517699,4,51.0,0.7341985628321771
GameOn,1492.0,1492.0,,1,61.0,0.5
Gamelion,56.0,56.0,,1,76.0,0.5
Gameloft,445.5,445.5,16.263455967290593,2,76.0,0.03650607400065228
Games Farm,2099.0,2099.0,,1,30.0,0.5
Gearbox Publishing,1151.25,1179.0,792.7094360482913,4,78.75,0.6885641138313062
Ghostlight,2969.4285714285716,3591.0,1475.0108312758086,7,58.285714285714285,0.49673221490092656
Giants Software,699.0,699.0,,1,76.0,0.5
Good Shepherd Entertainment,615.5,615.5,497.0960671741429,2,74.5,0.807629678593246
GrabTheGames,5540.0,5540.0,,1,72.0,0.5
Green Man Gaming Publishing,501.0,501.0,,1,70.0,0.5
Greg Lobanov,457.0,457.0,,1,90.0,0.5
Grimm Bros,2404.0,2404.0,,1,68.0,0.5
Grip Digital sro,773.0,773.0,533.1585130146568,2,73.5,0.6897264075221952
Grip Games,932.0,932.0,1090.3586565896562,2,67.0,1.1699127216627212
Gun Media,1163.5,1163.5,946.8159800087872,2,61.0,0.8137653459465296
GungHo Online Entertainment America,361.0,361.0,,1,76.0,0.5
H2 Interactive Co,2626.75,2629.0,1757.7596299456495,4,74.75,0.6691765984374796
Hailstorm Games,548.0,548.0,,1,76.0,0.5
Halfbrick,214.5,214.5,167.58430714121175,2,70.5,0.7812788211711503
HandCircus,3896.0,3896.0,,1,59.0,0.5
HandyGames,873.3333333333334,630.0,700.3680936954986,6,71.0,0.8019481988879754
Happy Volcano,912.0,912.0,,1,77.0,0.5
Harebrained Holdings,3025.0,3025.0,,1,81.0,0.5
Headup Games,1710.5,1267.0,1721.5207424445011,4,70.25,1.0064429947059346
Hello Games,1546.0,1546.0,,1,76.0,0.5
Hinterland Studio,1765.0,1765.0,,1,76.0,0.5
Honeyslug,219.0,219.0,,1,76.0,0.5
Hothead Games,855.0,855.0,,1,76.0,0.5
Hudson Entertainment,1111.0,1111.0,510.5310960166873,2,76.0,0.45952393880889947
Humble Bundle,1778.75,1794.5,247.4986531949888,4,83.25,0.13914189919605835
Humble Games,756.625,715.0,272.3264519443006,8,77.625,0.35992261945389137
I-FRIQIYA,3379.0,3379.0,,1,51.0,0.5
I-Illusions,1499.0,1499.0,,1,62.0,0.5
IN|Framez Technology,853.0,853.0,,1,70.0,0.5
ION LANDS,1226.0,1226.0,,1,64.0,0.5
Icon Games Entertainment,198.0,198.0,,1,76.0,0.5
Idea Factory,1178.3333333333333,1410.5,536.3609481185844,6,69.83333333333333,0.4551860945843715
IllFonic,714.0,714.0,,1,68.0,0.5
Image & Form,450.0,450.0,,1,76.0,0.5
Infinite Dreams,886.0,886.0,,1,72.0,0.5
Infogrames,1661.0,1661.0,,1,65.0,0.5
Innersloth,2222.0,2222.0,,1,85.0,0.5
Inti Creates,1259.0,1259.0,395.9797974644666,2,77.5,0.3145192990186391
Introversion Software,2435.0,2435.0,,1,83.0,0.5
Iron Galaxy Studios,2608.5,2608.5,873.2768747653862,2,65.0,0.3347812439200254
Jackbox Games,882.5,882.5,345.77521600022175,2,80.5,0.3918132759209312
Jumpship,823.0,823.0,,1,82.0,0.5
KOTAKE CREATE,640.0,640.0,,1,82.0,0.5
KRAFTON,1280.0,1280.0,,1,85.0,0.5
Kaiparasoft,535.0,535.0,,1,76.0,0.5
Kalypso Media,2219.875,2268.0,877.61342097,16,64.6875,0.39534362113632526
Kanawati,2592.0,2592.0,3006.6180336052003,2,85.0,1.1599606611131175
Keen Software House,1614.0,1614.0,,1,68.0,0.5
Kepler Interactive,553.0,553.0,93.33809511662427,2,78.0,0.16878498212771118
Kiss,1564.0,1564.0,,1,76.0,0.5
Klei Entertainment,411.5,411.5,222.73863607376248,2,80.5,0.5412846563153402
Kluge Interactive,1040.0,1040.0,,1,89.0,0.5
Koch Media,1225.8,1246.0,736.1675760314359,5,65.2,0.6005609202410148
Koei,4379.428571428572,4503.0,882.1541545449708,7,60.142857142857146,0.2014313374809106
Koei Tecmo,3652.0,3652.0,,1,70.0,0.5
Koei Tecmo Games,2405.3478260869565,2527.0,1209.8325807804097,23,69.43478260869566,0.5029761465927267
Konami,3039.5555555555557,3022.0,2660.6084517142563,27,75.66666666666667,0.8753281205376628
LOOT Interactive,2759.3333333333335,2800.0,488.27178224154363,3,62.666666666666664,0.17695280825376067
Landfall,1858.0,1858.0,774.9890321804561,2,79.5,0.41710927458582137
Lasengle,639.0,639.0,,1,90.0,0.5
Lexis Numérique,3804.5,3804.5,345.77521600022175,2,61.5,0.09088584991463314
Lightning Games,1021.0,1021.0,,1,71.0,0.5
Lince Works,2069.0,2069.0,,1,71.0,0.5
Little Orbit,717.0,717.0,,1,63.0,0.5
LucasArts Entertainment,8153.6,9011.0,2074.07589060767,5,70.8,0.2543754771644022
Lucid Dreams Studio,579.0,579.0,,1,61.0,0.5
Lumenox ehf,37.0,37.0,,1,76.0,0.5
META Publishing,1365.5,1365.5,470.2260094890541,2,76.5,0.34436177919374156
Majesco Entertainment,2398.0,2649.0,1530.794891551445,7,61.142857142857146,0.6383631741248729
Mantisco,382.0,382.0,,1,76.0,0.5
Marvelous,1991.0,1991.0,,1,67.0,0.5
Mass Creation,1926.0,1926.0,,1,69.0,0.5
Mastiff,3651.5,3651.5,301.9345955666558,2,32.0,0.08268782570632775
Matt Makes Games,1748.6666666666667,1612.0,1450.835736164964,3,85.66666666666667,0.8296811300981494
Merge Games,567.3333333333334,436.0,358.5196414889055,3,61.0,0.631938263493958
Messhof,2412.0,2412.0,934.7951647286159,2,79.5,0.38756018438168155
Microids,1383.3333333333333,1079.0,820.0099592891133,3,76.66666666666667,0.5927782838234554
Microids Indie,366.0,366.0,,1,76.0,0.5
Microsoft Studios,2333.5,1476.0,2257.642243580678,26,79.96153846153847,0.9674918549735068
MidBoss,1092.0,1092.0,,1,76.0,0.5
Midnight City,2068.0,2068.0,,1,72.0,0.5
Midway Games,9569.0,9569.0,2480.5305884024087,2,71.5,0.2592256859026449
Mighty Coconut,387.0,387.0,,1,90.0,0.5
Mikhail Melnikov,1046.0,1046.0,,1,67.0,0.5
Milestone,349.75,356.0,170.12782627403217,12,73.16666666666667,0.4864269514625652
Minority Media,2260.0,2260.0,1882.3182515185895,2,71.0,0.8328841820878714
Misfits Attic,1339.0,1339.0,,1,65.0,0.5
MixedBag,281.0,281.0,,1,78.0,0.5
Modus Games,448.75,430.5,191.75570395688365,4,69.0,0.4273107609067045
Monomi Park,1765.0,1765.0,,1,80.0,0.5
Monstrum,1609.0,1609.0,,1,76.0,0.5
Motorsport Games,694.0,694.0,,1,64.0,0.5
MumboJumbo,2832.0,2832.0,,1,76.0,0.5
Muse Games,761.0,761.0,,1,72.0,0.5
NEOWIZ,1110.5,1110.5,580.5346673541555,2,80.5,0.5227687234166192
NIS America,2620.3125,2288.5,1704.7066108766833,16,69.25,0.650573781133618
Nacon,644.375,555.0,327.6715581187968,16,66.6875,0.5085106624540008
Namco,8979.25,9253.0,1223.2313422516063,4,89.75,0.13622867636513142
Natsume,2672.0,1327.0,2791.289256649284,8,63.875,1.0446441828777262
Necrosoft Games,804.0,804.0,,1,76.0,0.5
Neko Entertainment,2306.5,2306.5,1430.4770183403857,2,74.0,0.620193808081676
NeocoreGames,1456.0,1456.0,,1,67.0,0.5
Netflix,1278.0,1278.0,,1,70.0,0.5
Nexon,278.0,278.0,,1,90.0,0.5
Nicalis,2518.0,2518.0,,1,81.0,0.5
Niffler,569.0,569.0,,1,62.0,0.5
Nintendo,3623.0,3623.0,199.4041122946064,2,76.0,0.055038396989954844
Nippon Ichi Software,3702.6666666666665,3134.0,1173.3547346533073,3,73.66666666666667,0.3168945088188623
No Goblin,1522.0,1522.0,,1,74.0,0.5
No More Robots,1748.0,1748.0,236.17366491630688,2,77.0,0.13511079228621675
Nomad Games,14.0,14.0,,1,60.0,0.5
Nordic Games,2726.6666666666665,2658.0,710.4930213121964,3,74.0,0.2605720127061845
Nordic Games Publishing,766.0,766.0,,1,79.0,0.5
Norsfell,278.0,278.0,,1,71.0,0.5
Nova-box,286.0,286.0,,1,76.0,0.5
Nurium Games,2177.0,2177.0,,1,58.0,0.5
Nuverse,749.0,749.0,,1,74.0,0.5
Oddworld Inhabitants,2231.4,2892.0,1741.9657861163635,5,80.8,0.7806604759865391
Omni Systems,3896.0,3896.0,,1,73.0,0.5
Outright Games,874.0,806.5,500.95109541750685,16,57.0,0.5731705897225479
Owlchemy Labs,2379.5,2379.5,620.1326471006022,2,74.0,0.260614686741165
P2 Games,3291.0,3291.0,2190.6168081159244,2,74.0,0.6656386533320949
PQube,2022.5,2022.5,482.95393155041194,2,75.0,0.23879057184198366
Panic,645.3333333333334,457.0,561.7012847887509,3,79.66666666666667,0.8704048834536428
Paradox Interactive,1769.5384615384614,1553.0,1097.583908363017,13,78.15384615384616,0.6202656411371597
Passion Republic Games,483.0,483.0,,1,73.0,0.5
Pelfast,2753.5,2753.5,2906.915977457897,2,79.5,1.0557167159825303
Perfect World Entertainment,578.0,578.0,,1,81.0,0.5
Peter Rutherford,9101.0,9101.0,,1,88.0,0.5
Petroglyph,1369.0,1369.0,,1,69.0,0.5
Pillow Castle Games,1461.0,1461.0,,1,77.0,0.5
PlatinumGames,743.0,743.0,,1,73.0,0.5
PlayStack,434.3333333333333,470.0,237.51701693422586,3,80.0,0.5468542216444188
PlayStation Mobile,559.6666666666666,94.0,1118.4009790768246,9,70.88888888888889,1.9983340900717534
PlayStation PC,1202.8333333333333,870.0,820.5574731039056,6,78.83333333333333,0.6821871745356012
Playbrains,199.0,199.0,,1,71.0,0.5
Playdead,2313.0,2313.0,,1,93.0,0.5
Playdigious,1075.0,1075.0,632.1534623807735,2,79.0,0.5880497324472311
Playerthree,10.0,10.0,,1,44.0,0.5
Plug In Digital,1055.111111111111,822.0,590.6330172883253,9,74.33333333333333,0.5597827670171575
Pom Pom Games,994.0,994.0,,1,76.0,0.5
PomPom Games,498.0,498.0,,1,76.0,0.5
Private Division,766.6666666666666,375.0,687.0650139057681,3,74.33333333333333,0.8961717572683932
Psygnosis,6056.0,6056.0,,1,76.0,0.5
Psyonix,1210.0,1210.0,,1,76.0,0.5
Quantic Dream,369.0,369.0,,1,70.0,0.5
ROCKFISH Games,2099.0,2099.0,,1,84.0,0.5
Ragequit,367.0,367.0,,1,75.0,0.5
Raptisoft,2576.5,2576.5,2684.884448165321,2,68.5,1.042066543048834
Ratloop,888.0,888.0,,1,67.0,0.5
Ravenscourt,667.0,667.0,,1,74.0,0.5
Raw Fury,1314.5,1232.5,526.2066405618885,8,76.375,0.40030934999002554
Rebellion,866.5,745.5,567.0635766825444,6,77.83333333333333,0.654429978860409
Red Barrels,1027.75,792.0,954.8020300914042,4,76.75,0.9290216785126774
Retroism,4138.0,4138.0,,1,63.0,0.5
Reverb Communications,686.0,686.0,,1,81.0,0.5
Reverb Publishing,2700.5,2700.5,1690.692313817035,2,74.0,0.6260664002284891
Revolution Software,1429.0,1429.0,,1,67.0,0.5
Ripstone,1571.3333333333333,1134.0,1409.8111575668565,9,73.11111111111111,0.8972069309929083
Rising Star Games,390.6666666666667,334.0,168.3132001161327,3,74.0,0.4308358364747424
Rival Games,3383.0,3383.0,,1,67.0,0.5
Robot Entertainment,1280.0,1280.0,,1,77.0,0.5
Rockstar Games,2573.875,2454.0,1656.3129826299653,8,82.25,0.6435094876907251
Ronimo Games,395.0,395.0,,1,76.0,0.5
SCEA,5883.75,6254.0,2829.932173868422,24,72.25,0.48097423817606494
SEGA,2552.1884057971015,1253.0,2750.3535776726126,69,77.43478260869566,1.077645197127843
SFB Games,480.0,480.0,,1,84.0,0.5
SMG Studio,1918.0,1918.0,,1,80.0,0.5
SNK,6484.0,8096.0,3230.3569462212686,7,74.42857142857143,0.4982043408731136
SUPERHOT Team,2434.0,2434.0,,1,83.0,0.5
Saber Interactive,500.6666666666667,338.5,400.90880093441035,6,69.16666666666667,0.8007499352884361
Sanuk Games,1337.0,1337.0,,1,55.0,0.5
Schell Games,398.0,398.0,,1,85.0,0.5
ScottGames,1585.0,1585.0,864.0844866099611,2,72.0,0.5451637139495022
Screen 7,1737.0,1737.0,,1,74.0,0.5
Seaven Studio,3165.0,3165.0,,1,44.0,0.5
Secret Mode,837.5,837.5,451.8412331782039,2,74.5,0.5395119202127807
Serenity Forge,1189.0,1189.0,,1,76.0,0.5
Shawn Beck,2527.0,2527.0,,1,68.0,0.5
Shawn McGrath,612.0,612.0,,1,80.0,0.5
Sideline Amusements,2131.0,2131.0,1076.2165209659254,2,44.0,0.5050288695288246
Sierra Games,126.0,126.0,,1,76.0,0.5
Ska Studios,570.0,570.0,,1,73.0,0.5
Skookum Arts,1065.0,1065.0,,1,81.0,0.5
Skybound Games,727.0,727.0,598.2123368838193,2,73.0,0.8228505321648133
Skydance Interactive,1119.5,1119.5,666.8016946589144,2,78.0,0.5956245597667837
Sold Out,479.0,518.0,188.54972818861341,3,77.0,0.39363200039376495
Something We Made,365.0,365.0,,1,79.0,0.5
Sony Computer Entertainment,3663.532967032967,3326.5,2546.923564332779,182,78.26923076923077,0.6952096752647728
Sony Interactive Entertainment,1793.7826086956522,913.5,2327.078415458066,46,81.0,1.2973023621575859
Sparpweed,1656.5,1656.5,2219.6081861445728,2,80.5,1.3399385367609857
Spearhead Games,234.0,234.0,,1,73.0,0.5
Spike Chunsoft Co,3385.0,3385.0,,1,83.0,0.5
Spike Games,4185.5,4185.5,236.88077169749343,2,56.0,0.05659557321646003
Squanch Games,793.0,793.0,,1,67.0,0.5
Square Enix,2247.923076923077,1473.0,2330.300046280373,78,77.12820512820512,1.0366458132855916
Stainless Games,2161.0,2161.0,0.0,2,52.0,0.0
Steel Wool Games,2165.0,2165.0,,1,80.0,0.5
Stickmen Studios,3683.0,3683.0,,1,54.0,0.5
Studio Wildcard,1505.5,1505.5,1355.5236995346115,2,68.5,0.90038106910303
StudioInkyfox,1522.0,1522.0,,1,77.0,0.5
Stunlock Studios,511.0,511.0,,1,83.0,0.5
Sumo Digital,609.0,609.0,,1,72.0,0.5
Supergiant Games,257.0,257.0,,1,83.0,0.5
Sweet Bandits Studios,407.0,407.0,,1,75.0,0.5
THQ,3372.5,4059.5,2104.0831864628253,10,66.6,0.6238941990994293
THQ Nordic,1874.3898305084747,1282.0,2020.7648689931414,59,68.7457627118644,1.078092100214265
TaleWorlds Entertainment,3029.0,3029.0,2044.9528111914954,2,67.0,0.6751247313276644
Targem Games,796.0,796.0,,1,70.0,0.5
Tate Multimedia,1849.5,1849.5,2202.6376233960955,2,61.0,1.1909368063779917
Team Cherry,1657.5,1657.5,408.0006127446379,2,90.0,0.24615421583386904
Team Reptile,670.0,670.0,,1,75.0,0.5
Team17 Digital,1862.2222222222222,999.0,2617.673946252453,18,77.44444444444444,1.4056721668420094
Techland Publishing,1277.0,1277.0,390.32294321497426,2,72.0,0.3056561810610605
Tecmo Koei,4240.333333333333,3865.0,1071.4930393303232,3,73.0,0.25269075685802767
Tecmo Koei America,3633.375,3744.0,477.2187092189193,8,61.375,0.13134309263946586
Telltale Games,3253.5833333333335,4322.0,2098.25190009014,24,77.625,0.6449049202438768
Tequila Works,276.0,276.0,,1,82.0,0.5
The Astronauts,2830.0,2830.0,,1,79.0,0.5
The Chinese Room,488.0,488.0,,1,70.0,0.5
The Farm 51,1131.0,1131.0,,1,75.0,0.5
The Fullbright Company,2130.0,2130.0,,1,79.0,0.5
The Voxel Agents,1522.0,1522.0,,1,82.0,0.5
The Working Parts,3226.0,3226.0,,1,81.0,0.5
Thekla,1131.0,1131.0,,1,87.0,0.5
Thomas Happ Games,518.0,518.0,,1,75.0,0.5
Three Fields Entertainment,2024.0,2024.0,236.17366491630688,2,62.5,0.11668659333809628
Thunder Lotus Games,1590.5,1590.5,1197.131780548825,2,80.5,0.7526763788423924
Thunderful Publishing,859.6666666666666,793.0,449.72139523635445,3,76.66666666666667,0.5231346202826923
TikGames,3392.25,4322.0,2264.0393658238363,4,62.5,0.6674152452867084
Tilting Point,2465.0,2465.0,,1,75.0,0.5
Titus Software,2008.0,2008.0,,1,75.0,0.5
Toge Productions,1029.3333333333333,682.0,664.9280662848677,3,79.33333333333333,0.6459793390073196
TopWare Interactive,3499.0,3499.0,,1,68.0,0.5
Tozai Games,4192.666666666667,4230.0,1547.3378213348674,3,62.666666666666664,0.3690581542379235
Tribute Games,314.3333333333333,344.0,293.62617957759375,3,70.0,0.934123582961592
Tripwire Interactive,748.8,245.0,948.7361066176411,5,72.0,1.2670086893932173
Triternion,2105.0,2105.0,,1,81.0,0.5
Tuxedo Labs,559.0,559.0,,1,80.0,0.5
Twisted Tree,1856.5,1856.5,1850.498446365195,2,76.0,0.9967672751765122
UFO Interactive,3257.0,3257.0,,1,71.0,0.5
UFO Interactive Games,2312.0,2312.0,,1,73.0,0.5
UTV Ignition Entertainment,372.0,372.0,,1,76.0,0.5
Ubisoft Entertainment,2183.3627450980393,1956.5,1668.9613761360608,102,74.98039215686275,0.7643994933426052
United Independent Entertainment,4112.0,4112.0,,1,40.0,0.5
Untold Tales,513.0,513.0,,1,86.0,0.5
Valve,10439.0,10439.0,,1,80.0,0.5
Vblank Entertainment,53.0,53.0,,1,76.0,0.5
Versus Evil,1675.0,1675.0,,1,88.0,0.5
Vertex Pop,871.0,871.0,,1,61.0,0.5
WZOGI,912.0,912.0,,1,75.0,0.5
Warhorse Studios,1581.0,1581.0,,1,68.0,0.5
Warner Bros. Interactive,1938.25,2010.5,1265.6417767847493,36,76.69444444444444,0.6529816983282597
WayForward,1328.0,1328.0,,1,76.0,0.5
WeirdBeard,2130.0,2130.0,,1,72.0,0.5
White Paper Games,402.0,402.0,,1,82.0,0.5
Whitethorn Digital,607.0,607.0,,1,73.0,0.5
Wired Productions,1072.142857142857,943.0,626.1925764947576,7,73.57142857142857,0.5840570333728586
XGen Studios,1355.0,1355.0,,1,65.0,0.5
